"","diocese ID","root no","year","name"
"284","dub.ia","05","1850","Dubuque"
"285","dub.ia","05","1849","Dubuque"
"286","dub.ia","05","1848","Dubuque"
"287","dub.ia","05","1847","Dubuque"
"288","dub.ia","05","1846","Dubuque"
"289","dub.ia","05","1845","Dubuque"
"290","dub.ia","05","1844","Dubuque"
"291","dub.ia","05","1843","Dubuque"
"292","dub.ia","05","1842","Dubuque"
"293","dub.ia","05","1841","Dubuque"
"294","dub.ia","05","1840","Dubuque"
"295","dub.ia","05","1839","Dubuque"
"296","dub.ia","05","1838",NA
"297","dub.ia","05","1837",NA
"298","dub.ia","05","1836",NA
"299","dub.ia","05","1835",NA
"300","dub.ia","05","1834",NA
"301","mil.wi","06","1895","Milwaukee"
"302","mil.wi","06","1894","Milwaukee"
"303","mil.wi","06","1893","Milwaukee"
"304","mil.wi","06","1892",NA
"305","mil.wi","06","1891","Milwaukee"
"306","mil.wi","06","1890","Milwaukee"
"307","mil.wi","06","1889","Milwaukee"
"308","mil.wi","06","1888","Milwaukee"
"309","mil.wi","06","1887","Milwaukee"
"310","mil.wi","06","1886","Milwaukee"
"311","mil.wi","06","1885","Milwaukee"
"312","mil.wi","06","1884","Milwaukee"
"313","mil.wi","06","1883","Milwaukee"
"314","mil.wi","06","1881","Milwaukee"
"315","mil.wi","06","1880","Milwaukee"
"316","mil.wi","06","1879","Milwaukee"
"317","mil.wi","06","1878","Milwaukee"
"318","mil.wi","06","1877","Milwaukee"
"319","mil.wi","06","1876","Milwaukee"
"320","mil.wi","06","1875","Milwaukee"
"321","mil.wi","06","1874","Milwaukee"
"322","mil.wi","06","1873","Milwaukee"
"323","mil.wi","06","1872","Milwaukee"
"324","mil.wi","06","1871","Milwaukee"
"325","mil.wi","06","1870","Milwaukee"
"326","mil.wi","06","1869","Milwaukee"
"327","mil.wi","06","1868","Milwaukee"
"328","mil.wi","06","1867","Milwaukee"
"329","mil.wi","06","1866","Milwaukee"
"330","mil.wi","06","1865","Milwaukee"
"331","mil.wi","06","1864","Milkwaukee"
"332","mil.wi","06","TIME GAP (Civil War)",NA
"333","mil.wi","06","1861","Milwaukee"
"334","mil.wi","06","1860","Milwaukee"
"335","mil.wi","06","1859","Milwaukee"
"336","mil.wi","06","1858","Milwaikie"
"337","mil.wi","06","1857","Milwaukee"
"338","mil.wi","06","1856","Milwaukee"
"339","mil.wi","06","1855","Milwaukee"
"340","mil.wi","06","1854","Milwaukee"
"341","mil.wi","06","1853","Milwaukee"
"342","mil.wi","06","1852","Milwaukie"
"343","mil.wi","06","1851","Milwaukie"
"344","mil.wi","06","1850","Milwaukee"
"345","mil.wi","06","1849","Milwaukie"
"346","mil.wi","06","1848","Milwakie"
"347","mil.wi","06","1847","Milwaukie"
"348","mil.wi","06","1846","Milwaukie"
"349","mil.wi","06","1845","Milwaukie"
"350","mil.wi","06","1844","Milwaukie"
"351","mil.wi","06","1843",NA
"352","mil.wi","06","1842",NA
"353","mil.wi","06","1841",NA
"354","mil.wi","06","1840",NA
"355","mil.wi","06","1839",NA
"356","mil.wi","06","1838",NA
"357","mil.wi","06","1837",NA
"358","mil.wi","06","1836",NA
"359","mil.wi","06","1835",NA
"360","mil.wi","06","1834",NA
"361","new.la","07","1895","New Orleans"
"362","new.la","07","1894","New Orleans"
"363","new.la","07","1893","New Orleans"
"364","new.la","07","1892",NA
"365","new.la","07","1891","New Orleans"
"366","new.la","07","1890","New Orleans"
"367","new.la","07","1889","New Orleans"
"368","new.la","07","1888","New Orleans"
"369","new.la","07","1887","New Orleans"
"370","new.la","07","1886","New Orleans"
"371","new.la","07","1885","New Orleans"
"372","new.la","07","1884","New Orleans"
"373","new.la","07","1883","New Orleans"
"374","new.la","07","1881","New Orleans"
"375","new.la","07","1880","New Orleans"
"376","new.la","07","1879","New Orleans"
"377","new.la","07","1878","New Orleans"
"378","new.la","07","1877","New Orleans"
"379","new.la","07","1876","New Orleans"
"380","new.la","07","1875","New Orleans"
"381","new.la","07","1874","New Orleans"
"382","new.la","07","1873","New Orleans"
"383","new.la","07","1872","New Orleans"
"384","new.la","07","1871","New Orleans"
"385","new.la","07","1870","New Orleans"
"386","new.la","07","1869","New Orleans"
"387","new.la","07","1868","New Orleans"
"388","new.la","07","1867","New Orleans"
"389","new.la","07","1866","New Orleans"
"390","new.la","07","1865","New Orleans"
"391","new.la","07","1864","New Orleans"
"392","new.la","07","TIME GAP (Civil War)",NA
"393","new.la","07","1861","New Orleans"
"394","new.la","07","1860","New Orleans"
"395","new.la","07","1859","New Orleans"
"396","new.la","07","1858","New Orleans"
"397","new.la","07","1857","New Orleans"
"398","new.la","07","1856","New Orleans"
"399","new.la","07","1855","New Orleans"
"400","new.la","07","1854","New Orleans"
"401","new.la","07","1853","New Orleans"
"402","new.la","07","1852","New Orleans"
"403","new.la","07","1851","New Orleans"
"404","new.la","07","1850","New Orleans"
"405","new.la","07","1849","New Orleans"
"406","new.la","07","1848","New Orleans"
"407","new.la","07","1847","New Orleans"
"408","new.la","07","1846","New Orleans"
"409","new.la","07","1845","New Orleans"
"410","new.la","07","1844","New Orleans"
"411","new.la","07","1843","New Orleans"
"412","new.la","07","1842","New Orleans"
"413","new.la","07","1841","New Orleans"
"414","new.la","07","1840","New Orleans"
"415","new.la","07","1839","New Orleans"
"416","new.la","07","1838","New Orleans"
"417","new.la","07","1837","New Orleans"
"418","new.la","07","1836","New Orleans"
"419","new.la","07","1835","New Orleans"
"420","new.la","07","1834","New Orleans"
"421","nyc.ny","08","1895","New York"
"422","nyc.ny","08","1894","New York"
"423","nyc.ny","08","1893","New York"
"424","nyc.ny","08","1892",NA
"425","nyc.ny","08","1891","New York"
"426","nyc.ny","08","1890","New York"
"427","nyc.ny","08","1889","New York"
"428","nyc.ny","08","1888","New York"
"429","nyc.ny","08","1887","New York"
"430","nyc.ny","08","1886","New York"
"431","nyc.ny","08","1885","New York"
"432","nyc.ny","08","1884","New York"
"433","nyc.ny","08","1883","New York"
"434","nyc.ny","08","1881","New York"
"435","nyc.ny","08","1880","New York"
"436","nyc.ny","08","1879","New York"
"437","nyc.ny","08","1878","New York"
"438","nyc.ny","08","1877","New York"
"439","nyc.ny","08","1876","New York"
"440","nyc.ny","08","1875","New York City"
"441","nyc.ny","08","1874","New York City"
"442","nyc.ny","08","1873","New York City"
"443","nyc.ny","08","1872","New York City"
"444","nyc.ny","08","1871","New York"
"445","nyc.ny","08","1870","New York City"
"446","nyc.ny","08","1869","New York"
"447","nyc.ny","08","1868","New York"
"448","nyc.ny","08","1867","New York"
"449","nyc.ny","08","1866","New York"
"450","nyc.ny","08","1865","New York"
"451","nyc.ny","08","1864","New York"
"452","nyc.ny","08","TIME GAP (Civil War)",NA
"453","nyc.ny","08","1861","New York"
"454","nyc.ny","08","1860","New York"
"455","nyc.ny","08","1859","New York"
"456","nyc.ny","08","1858","New York"
"457","nyc.ny","08","1857","New York"
"458","nyc.ny","08","1856","New York"
"459","nyc.ny","08","1855","New York"
"460","nyc.ny","08","1854","New York"
"461","nyc.ny","08","1853","New York"
"462","nyc.ny","08","1852","New York"
"463","nyc.ny","08","1851","New York"
"464","nyc.ny","08","1850","New York"
"465","nyc.ny","08","1849","New York"
"466","nyc.ny","08","1848","New York"
"467","nyc.ny","08","1847","New York"
"468","nyc.ny","08","1846","New York"
"469","nyc.ny","08","1845","New York"
"470","nyc.ny","08","1844","New York"
"471","nyc.ny","08","1843","New York"
"472","nyc.ny","08","1842","New York"
"473","nyc.ny","08","1841","New York"
"474","nyc.ny","08","1840","New York"
"475","nyc.ny","08","1839","New York"
"476","nyc.ny","08","1838","New York"
"477","nyc.ny","08","1837","New York"
"478","nyc.ny","08","1836","New York"
"479","nyc.ny","08","1835","New York"
"480","nyc.ny","08","1834","New York"
"481","ore.or","09","1895","Oregon City"
"482","ore.or","09","1894","Oregon City"
"483","ore.or","09","1893","Oregon City"
"484","ore.or","09","1892",NA
"485","ore.or","09","1891","Oregon City"
"486","ore.or","09","1890","Oregon City"
"487","ore.or","09","1889","Oregon City"
"488","ore.or","09","1888","Oregon City"
"489","ore.or","09","1887","Oregon City"
"490","ore.or","09","1886","Oregon City"
"491","ore.or","09","1885","Oregon City"
"492","ore.or","09","1884","Oregon City"
"493","ore.or","09","1883","Oregon City"
"494","ore.or","09","1881","Oregon City"
"495","ore.or","09","1880","Oregon City"
"496","ore.or","09","1879","Oregon City"
"497","ore.or","09","1878","Oregon City"
"498","ore.or","09","1877","Oregon City"
"499","ore.or","09","1876","Oregon City"
"500","ore.or","09","1875","Oregon City"
"501","ore.or","09","1874","Oregon City"
"502","ore.or","09","1873","Oregon City"
"503","ore.or","09","1872","Oregon City"
"504","ore.or","09","1871","Oregon City"
"505","ore.or","09","1870","Oregon City"
"506","ore.or","09","1869","Oregon City"
"507","ore.or","09","1868","Oregon City"
"508","ore.or","09","1867","Oregon City"
"509","ore.or","09","1866","Oregon City"
"510","ore.or","09","1865","Oregon City"
"511","ore.or","09","1864","Oregon City"
"512","ore.or","09","TIME GAP (Civil War)",NA
"513","ore.or","09","1861","Oregon City"
"514","ore.or","09","1860","Oregon City"
"515","ore.or","09","1859","Oregon City"
"516","ore.or","09","1858","Oregon"
"517","ore.or","09","1857","Oregon City"
"518","ore.or","09","1856","Oregon City"
"519","ore.or","09","1855","Oregon City"
"520","ore.or","09","1854","Oregon City"
"521","ore.or","09","1853","Oregon City"
"522","ore.or","09","1852","Oregon City"
"523","ore.or","09","1851","Oregon City"
"524","ore.or","09","1850","Oregon City"
"525","ore.or","09","1849","Oregon City"
"526","ore.or","09","1848","Oregon City"
"527","ore.or","09","1847","Oregon City"
"528","ore.or","09","1846","Vicariate of Oregon Territory"
"529","ore.or","09","1845","Apostolic Vicariate of Oregon Territory"
"530","ore.or","09","1844","Apostolic Vicariate of Oregon Territory"
"531","ore.or","09","1843",NA
"532","ore.or","09","1842",NA
"533","ore.or","09","1841",NA
"534","ore.or","09","1840",NA
"535","ore.or","09","1839",NA
"536","ore.or","09","1838",NA
"537","ore.or","09","1837",NA
"538","ore.or","09","1836",NA
"539","ore.or","09","1835",NA
"540","ore.or","09","1834",NA
"541","phi.pa","10","1895","Philadelphia"
"542","phi.pa","10","1894","Philadelphia"
"543","phi.pa","10","1893","Philadelphia"
"544","phi.pa","10","1892",NA
"545","phi.pa","10","1891","Philadelphia"
"546","phi.pa","10","1890","Philadelphia"
"547","phi.pa","10","1889","Philadelphia"
"548","phi.pa","10","1888","Philadelphia"
"549","phi.pa","10","1887","Philadelphia"
"550","phi.pa","10","1886","Philadelphia"
"551","phi.pa","10","1885","Philadelphia"
"552","phi.pa","10","1884","Philadelphia"
"553","phi.pa","10","1883","Philadelphia"
"554","phi.pa","10","1881","Philadelphia"
"555","phi.pa","10","1880","Philadelphia"
"556","phi.pa","10","1879","Philadelphia"
"557","phi.pa","10","1878","Philadelphia"
"558","phi.pa","10","1877","Philadelphia"
"559","phi.pa","10","1876","Philadelphia"
"560","phi.pa","10","1875","Philadelphia"
"561","phi.pa","10","1874","Philadelphia"
"562","phi.pa","10","1873","Philadelphia"
"563","phi.pa","10","1872","Philadelphia"
"564","phi.pa","10","1871","Philadelphia"
"565","phi.pa","10","1870","Philadelphia"
"566","phi.pa","10","1869","Philadelphia"
"567","phi.pa","10","1868","Philadelphia"
"568","phi.pa","10","1867","Philadelphia"
"569","phi.pa","10","1866","Philadelphia"
"570","phi.pa","10","1865","Philadelphia"
"571","phi.pa","10","1864","Philadelphia"
"572","phi.pa","10","TIME GAP (Civil War)",NA
"573","phi.pa","10","1861","Philadelphia"
"574","phi.pa","10","1860","Philadelphia"
"575","phi.pa","10","1859","Philadelphia"
"576","phi.pa","10","1858","Philadelphia"
"577","phi.pa","10","1857","Philadelphia"
"578","phi.pa","10","1856","Philadelphia"
"579","phi.pa","10","1855","Philadelphia"
"580","phi.pa","10","1854","Philadelphia"
"581","phi.pa","10","1853","Philadelphia"
"582","phi.pa","10","1852","Philadelphia"
"583","phi.pa","10","1851","Philadelphia"
"584","phi.pa","10","1850","Philadelphia"
"585","phi.pa","10","1849","Philadelphia"
"586","phi.pa","10","1848","Philadelphia"
"587","phi.pa","10","1847","Philadelphia"
"588","phi.pa","10","1846","Philadelphia"
"589","phi.pa","10","1845","Philadelphia"
"590","phi.pa","10","1844","Philadelphia"
"591","phi.pa","10","1843","Philadelphia"
"592","phi.pa","10","1842","Philadelphia"
"593","phi.pa","10","1841","Philadelphia"
"594","phi.pa","10","1840","Philadelphia"
"595","phi.pa","10","1839","Philadelphia"
"596","phi.pa","10","1838","Philadelphia"
"597","phi.pa","10","1837","Philadelphia"
"598","phi.pa","10","1836","Philadelphia"
"599","phi.pa","10","1835","Philadelphia"
"600","phi.pa","10","1834","Philadelphia"
"601","sanf.ca","11","1895","San Francisco"
"602","sanf.ca","11","1894","San Francisco"
"603","sanf.ca","11","1893","San Francisco"
"604","sanf.ca","11","1892",NA
"605","sanf.ca","11","1891","San Francisco"
"606","sanf.ca","11","1890","San Francisco"
"607","sanf.ca","11","1889","San Francisco"
"608","sanf.ca","11","1888","San Francisco"
"609","sanf.ca","11","1887","San Francisco"
"610","sanf.ca","11","1886","San Francisco"
"611","sanf.ca","11","1885","San Francisco"
"612","sanf.ca","11","1884","San Francisco"
"613","sanf.ca","11","1883","San Francisco"
"614","sanf.ca","11","1881","San Francisco"
"615","sanf.ca","11","1880","San Francisco"
"616","sanf.ca","11","1879","San Francisco"
"617","sanf.ca","11","1878","San Francisco"
"618","sanf.ca","11","1877","San Francisco"
"619","sanf.ca","11","1876","San Francisco"
"620","sanf.ca","11","1875","San Francisco"
"621","sanf.ca","11","1874","San Francisco"
"622","sanf.ca","11","1873","San Francisco"
"623","sanf.ca","11","1872","San Francisco"
"624","sanf.ca","11","1871","San Francisco"
"625","sanf.ca","11","1870","San Francisco"
"626","sanf.ca","11","1869","San Francisco"
"627","sanf.ca","11","1868","San Francisco"
"628","sanf.ca","11","1867","San Francisco"
"629","sanf.ca","11","1866","San Francisco"
"630","sanf.ca","11","1865","San Francisco"
"631","sanf.ca","11","1864","San Francisco"
"632","sanf.ca","11","TIME GAP (Civil War)",NA
"633","sanf.ca","11","1861","San Francisco"
"634","sanf.ca","11","1860","San Francisco"
"635","sanf.ca","11","1859","San Francisco"
"636","sanf.ca","11","1858","San Francisco"
"637","sanf.ca","11","1857","San Francisco"
"638","sanf.ca","11","1856","San Francisco"
"639","sanf.ca","11","1855","San Francisco"
"640","sanf.ca","11","1854","San Francisco"
"641","sanf.ca","11","1853",NA
"642","sanf.ca","11","1852",NA
"643","sanf.ca","11","1851",NA
"644","sanf.ca","11","1850",NA
"645","sanf.ca","11","1849",NA
"646","sanf.ca","11","1848",NA
"647","sanf.ca","11","1847",NA
"648","sanf.ca","11","1846",NA
"649","sanf.ca","11","1845",NA
"650","sanf.ca","11","1844",NA
"651","sanf.ca","11","1843",NA
"652","sanf.ca","11","1842",NA
"653","sanf.ca","11","1841",NA
"654","sanf.ca","11","1840",NA
"655","sanf.ca","11","1839",NA
"656","sanf.ca","11","1838",NA
"657","sanf.ca","11","1837",NA
"658","sanf.ca","11","1836",NA
"659","sanf.ca","11","1835",NA
"660","sanf.ca","11","1834",NA
"661","san.nm","12","1895","Santa Fe"
"662","san.nm","12","1894","Santa Fe"
"663","san.nm","12","1893","Santa Fe"
"664","san.nm","12","1892",NA
"665","san.nm","12","1891","Santa Fe"
"666","san.nm","12","1890","Santa Fe"
"667","san.nm","12","1889","Santa Fe"
"668","san.nm","12","1888","Santa Fe"
"669","san.nm","12","1887","Santa Fe"
"670","san.nm","12","1886","Santa Fé"
"671","san.nm","12","1885","Santa Fe"
"672","san.nm","12","1884","Santa Fe"
"673","san.nm","12","1883","Santa Fe"
"674","san.nm","12","1881","Santa Fe"
"675","san.nm","12","1880","Santa Fe"
"676","san.nm","12","1879","Santa Fe"
"677","san.nm","12","1878","Santa Fé"
"678","san.nm","12","1877","Santa Fé"
"679","san.nm","12","1876","Santa Fé"
"680","san.nm","12","1875","Santa Fé"
"681","san.nm","12","1874","Santa Fé"
"682","san.nm","12","1873","Santa Fé"
"683","san.nm","12","1872","Santa Fé"
"684","san.nm","12","1871","Santa Fé"
"685","san.nm","12","1870","Santa Fé"
"686","san.nm","12","1869","Santa Fé"
"687","san.nm","12","1868","Sante Fé"
"688","san.nm","12","1867","Santa Fé"
"689","san.nm","12","1866","Sante Fé"
