"","instID","instName","year","count_ids","count_names","diocese"
"97","alt.il.0030","Help of Christians",1869,7,6,"alt"
"98","alt.il.0030","St. Mary's of Help",1870,7,1,"alt"
"99","alt.il.0040","Immaculate Conception",1864,7,6,"alt"
"100","alt.il.0040","Immaculate Conception",1865,7,6,"alt"
"101","alt.il.0040","Immaculate Conception",1866,7,6,"alt"
"102","alt.il.0040","Immaculate Conception",1867,7,6,"alt"
"103","alt.il.0040","Immaculate Conception",1868,7,6,"alt"
"104","alt.il.0040","Immaculate Conception",1869,7,6,"alt"
"105","alt.il.0040","St. Mary's",1870,7,1,"alt"
"106","alt.il.0049","St. Henry's",1864,7,4,"alt"
"107","alt.il.0049","St. Henry's",1865,7,4,"alt"
"108","alt.il.0049","St. Henry's",1866,7,4,"alt"
"109","alt.il.0049","St. Henry's",1867,7,4,"alt"
"110","alt.il.0049","SS. Boniface and Henry",1868,7,1,"alt"
"111","alt.il.0049","St. Boniface's",1869,7,2,"alt"
"112","alt.il.0049","St. Boniface's",1870,7,2,"alt"
"113","alt.il.0051","Help of Christians",1864,7,6,"alt"
"114","alt.il.0051","Help of Christians",1865,7,6,"alt"
"115","alt.il.0051","Help of Christians",1866,7,6,"alt"
"116","alt.il.0051","Help of Christians",1867,7,6,"alt"
"117","alt.il.0051","Help of Christians",1868,7,6,"alt"
"118","alt.il.0051","Help of Christians",1869,7,6,"alt"
"119","alt.il.0051","St. Mary's of Help",1870,7,1,"alt"
"120","alt.il.0058","St. Francis",1864,7,4,"alt"
"121","alt.il.0058","St. Francis",1865,7,4,"alt"
"122","alt.il.0058","St. Francis",1866,7,4,"alt"
"123","alt.il.0058","St. Francis",1867,7,4,"alt"
"124","alt.il.0058","St. Francis Xavier",1868,7,3,"alt"
"125","alt.il.0058","St. Francis Xavier",1869,7,3,"alt"
"126","alt.il.0058","St. Francis Xavier",1870,7,3,"alt"
"127","alt.il.0065","St. Mary's",1864,7,5,"alt"
"128","alt.il.0065","St. Mary's",1865,7,5,"alt"
"129","alt.il.0065","St. Mary's",1866,7,5,"alt"
"130","alt.il.0065","St. Mary's",1867,7,5,"alt"
"131","alt.il.0065","St. Mary's",1868,7,5,"alt"
"132","alt.il.0065","St. Elizabeth's",1869,7,2,"alt"
"133","alt.il.0065","St. Elizabeth's",1870,7,2,"alt"
"134","alt.il.0067","St. Patrick's",1864,7,6,"alt"
"135","alt.il.0067","St. Patrick's",1865,7,6,"alt"
"136","alt.il.0067","St. Patrick's",1866,7,6,"alt"
"137","alt.il.0067","St. Patrick's",1867,7,6,"alt"
"138","alt.il.0067","St. Patrick's",1868,7,6,"alt"
"139","alt.il.0067","St. Patrick's",1869,7,6,"alt"
"140","alt.il.0067","St. Mary's",1870,7,1,"alt"
"141","alt.il.0068","Childhood of Jesus",1864,7,1,"alt"
"142","alt.il.0068","Holy Childhood of Jesus",1865,7,6,"alt"
"143","alt.il.0068","Holy Childhood of Jesus",1866,7,6,"alt"
"144","alt.il.0068","Holy Childhood of Jesus",1867,7,6,"alt"
"145","alt.il.0068","Holy Childhood of Jesus",1868,7,6,"alt"
"146","alt.il.0068","Holy Childhood of Jesus",1869,7,6,"alt"
"147","alt.il.0068","Holy Childhood of Jesus",1870,7,6,"alt"
"148","alt.il.0069","Imm. Conception",1864,7,1,"alt"
"149","alt.il.0069","Immaculate Conception",1865,7,6,"alt"
"150","alt.il.0069","Immaculate Conception",1866,7,6,"alt"
"151","alt.il.0069","Immaculate Conception",1867,7,6,"alt"
"152","alt.il.0069","Immaculate Conception",1868,7,6,"alt"
"153","alt.il.0069","Immaculate Conception",1869,7,6,"alt"
"154","alt.il.0069","Immaculate Conception",1870,7,6,"alt"
"155","alt.il.0070","St. James'",1864,7,6,"alt"
"156","alt.il.0070","St. James'",1865,7,6,"alt"
"157","alt.il.0070","St. James'",1866,7,6,"alt"
"158","alt.il.0070","St. James'",1867,7,6,"alt"
"159","alt.il.0070","St. James'",1868,7,6,"alt"
"160","alt.il.0070","St. James'",1869,7,6,"alt"
"161","alt.il.0070","St. James",1870,7,1,"alt"
"162","alt.il.0073","St. Patrick's",1864,7,5,"alt"
"163","alt.il.0073","St. Patrick's",1865,7,5,"alt"
"164","alt.il.0073","St. Patrick's",1866,7,5,"alt"
"165","alt.il.0073","St. Patrick's",1867,7,5,"alt"
"166","alt.il.0073","St. Patrick's",1868,7,5,"alt"
"167","alt.il.0073","St. Mary's",1869,7,2,"alt"
"168","alt.il.0073","St. Mary's",1870,7,2,"alt"
"169","alt.il.0078","St. Thomas'",1866,5,2,"alt"
"170","alt.il.0078","St. Thomas'",1867,5,2,"alt"
"171","alt.il.0078","St. Thomas",1868,5,3,"alt"
"172","alt.il.0078","St. Thomas",1869,5,3,"alt"
"173","alt.il.0078","St. Thomas",1870,5,3,"alt"
"174","alt.il.0079","St. Aloysius'",1865,6,3,"alt"
"175","alt.il.0079","St. Aloysius'",1866,6,3,"alt"
"176","alt.il.0079","St. Aloysius'",1867,6,3,"alt"
"177","alt.il.0079","St. Aloysius",1868,6,3,"alt"
"178","alt.il.0079","St. Aloysius",1869,6,3,"alt"
"179","alt.il.0079","St. Aloysius",1870,6,3,"alt"
"180","alt.il.0091","St. Augustin's",1864,7,1,"alt"
"181","alt.il.0091","St. Augustine's",1865,7,6,"alt"
"182","alt.il.0091","St. Augustine's",1866,7,6,"alt"
"183","alt.il.0091","St. Augustine's",1867,7,6,"alt"
"184","alt.il.0091","St. Augustine's",1868,7,6,"alt"
"185","alt.il.0091","St. Augustine's",1869,7,6,"alt"
"186","alt.il.0091","St. Augustine's",1870,7,6,"alt"
"187","alt.il.0092","St. Philip's",1864,7,2,"alt"
"188","alt.il.0092","St. Philip's",1865,7,2,"alt"
"189","alt.il.0092","St. Joseph's",1866,7,5,"alt"
"190","alt.il.0092","St. Joseph's",1867,7,5,"alt"
"191","alt.il.0092","St. Joseph's",1868,7,5,"alt"
"192","alt.il.0092","St. Joseph's",1869,7,5,"alt"
"193","alt.il.0092","St. Joseph's",1870,7,5,"alt"
"194","alt.il.0094","St. Lawrence's",1864,7,6,"alt"
"195","alt.il.0094","St. Lawrence's",1865,7,6,"alt"
"196","alt.il.0094","St. Lawrence's",1866,7,6,"alt"
"197","alt.il.0094","St. Lawrence's",1867,7,6,"alt"
"198","alt.il.0094","St. Lawrence's",1868,7,6,"alt"
"199","alt.il.0094","St. Lawrence's",1869,7,6,"alt"
"200","alt.il.0094","St. Peter's",1870,7,1,"alt"
"201","alt.il.0095","St. Francis Solanus'",1864,7,6,"alt"
"202","alt.il.0095","St. Francis Solanus'",1865,7,6,"alt"
"203","alt.il.0095","St. Francis Solanus'",1866,7,6,"alt"
"204","alt.il.0095","St. Francis Selanus'",1867,7,1,"alt"
"205","alt.il.0095","St. Francis Solanus'",1868,7,6,"alt"
"206","alt.il.0095","St. Francis Solanus'",1869,7,6,"alt"
"207","alt.il.0095","St. Francis Solanus'",1870,7,6,"alt"
"208","alt.il.0096","Immaculate Conception",1868,3,1,"alt"
"209","alt.il.0096","St. Mary's",1869,3,2,"alt"
"210","alt.il.0096","St. Mary's",1870,3,2,"alt"
"211","alt.il.0098","St. Joseph's Chapel",1868,3,1,"alt"
"212","alt.il.0098","St. Mary's Chapel",1869,3,2,"alt"
"213","alt.il.0098","St. Mary's Chapel",1870,3,2,"alt"
"214","alt.il.0100","St. John Baptist's",1864,7,3,"alt"
"215","alt.il.0100","St. John Baptist's",1865,7,3,"alt"
"216","alt.il.0100","St. John Baptist's",1866,7,3,"alt"
"217","alt.il.0100","St. John Baptist",1867,7,4,"alt"
"218","alt.il.0100","St. John Baptist",1868,7,4,"alt"
"219","alt.il.0100","St. John Baptist",1869,7,4,"alt"
"220","alt.il.0100","St. John Baptist",1870,7,4,"alt"
"221","alt.il.0104","St. Francis Xavier's",1864,7,5,"alt"
"222","alt.il.0104","St. Francis Xavier's",1865,7,5,"alt"
"223","alt.il.0104","St. Francis Xavier's",1866,7,5,"alt"
"224","alt.il.0104","St. Francis Xavier's",1867,7,5,"alt"
"225","alt.il.0104","St. Francis Xavier's",1868,7,5,"alt"
"226","alt.il.0104","St. Francis Xavier",1869,7,2,"alt"
"227","alt.il.0104","St. Francis Xavier",1870,7,2,"alt"
"228","alt.il.0105","Mt. St. John's",1864,6,4,"alt"
"229","alt.il.0105","Mt. St. John's",1865,6,4,"alt"
"230","alt.il.0105","Mt. St. John's",1866,6,4,"alt"
"231","alt.il.0105","Mt. St. John's",1867,6,4,"alt"
"232","alt.il.0105","St. John's",1868,6,2,"alt"
"233","alt.il.0105","St. John's",1869,6,2,"alt"
"234","alt.il.0121","St. John the Baptist",1864,7,1,"alt"
"235","alt.il.0121","St. John the Baptist's",1865,7,2,"alt"
"236","alt.il.0121","St. John the Baptist's",1866,7,2,"alt"
"237","alt.il.0121","SS. Peter and Paul's",1867,7,4,"alt"
"238","alt.il.0121","SS. Peter and Paul's",1868,7,4,"alt"
"239","alt.il.0121","SS. Peter and Paul's",1869,7,4,"alt"
"240","alt.il.0121","SS. Peter and Paul's",1870,7,4,"alt"
"241","alt.il.0125","St. William's",1864,7,3,"alt"
"242","alt.il.0125","St. William's",1865,7,3,"alt"
"243","alt.il.0125","St. William's",1866,7,3,"alt"
"244","alt.il.0125","St. Bernards's",1867,7,4,"alt"
"245","alt.il.0125","St. Bernards's",1868,7,4,"alt"
"246","alt.il.0125","St. Bernards's",1869,7,4,"alt"
"247","alt.il.0125","St. Bernards's",1870,7,4,"alt"
"248","alt.il.0127","SS. Peter and Francis Seraph",1864,7,3,"alt"
"249","alt.il.0127","SS. Peter and Francis Seraph",1865,7,3,"alt"
"250","alt.il.0127","SS. Peter and Francis Seraph",1866,7,3,"alt"
"251","alt.il.0127","SS. Peter and Francis'",1867,7,4,"alt"
"252","alt.il.0127","SS. Peter and Francis'",1868,7,4,"alt"
"253","alt.il.0127","SS. Peter and Francis'",1869,7,4,"alt"
"254","alt.il.0127","SS. Peter and Francis'",1870,7,4,"alt"
"255","alt.il.0134","SS. Peter and Francis Seraph",1864,7,3,"alt"
"256","alt.il.0134","SS. Peter and Francis Seraph",1865,7,3,"alt"
"257","alt.il.0134","SS. Peter and Francis Seraph",1866,7,3,"alt"
"258","alt.il.0134","SS. Peter and Francis",1867,7,4,"alt"
"259","alt.il.0134","SS. Peter and Francis",1868,7,4,"alt"
"260","alt.il.0134","SS. Peter and Francis",1869,7,4,"alt"
"261","alt.il.0134","SS. Peter and Francis",1870,7,4,"alt"
"262","alt.il.0136","St. Mary's",1869,2,1,"alt"
"263","alt.il.0136","Nativity of the Blessed Virgin Mary",1870,2,1,"alt"
"264","alt.il.0222","Ursuline Convent of the Holy Family, Female Academy, Boarding, and Day School",1864,7,4,"alt"
"265","alt.il.0222","Ursuline Convent of the Holy Family, Female Academy, Boarding, and Day School",1865,7,4,"alt"
"266","alt.il.0222","Ursuline Convent of the Holy Family, Female Academy, Boarding, and Day School",1866,7,4,"alt"
"267","alt.il.0222","Ursuline Convent of the Holy Family, Female Academy, Boarding, and Day School",1867,7,4,"alt"
"268","alt.il.0222","Ursuline Convent of the Holy Family, Academy, Boarding, and Day School",1868,7,1,"alt"
"269","alt.il.0222","Ursuline Convent of the Holy Family",1869,7,2,"alt"
"270","alt.il.0222","Ursuline Convent of the Holy Family",1870,7,2,"alt"
"271","alt.il.0224","The Sisters of Loretto",1864,7,1,"alt"
"272","alt.il.0224","Convent and Academy of the Sisters of Loretto",1865,7,5,"alt"
"273","alt.il.0224","Convent and Academy of the Sisters of Loretto",1866,7,5,"alt"
"274","alt.il.0224","Convent and Academy of the Sisters of Loretto",1867,7,5,"alt"
"275","alt.il.0224","Convent and Academy of the Sisters of Loretto",1868,7,5,"alt"
"276","alt.il.0224","Convent and Academy of the Sisters of Loretto",1869,7,5,"alt"
"277","alt.il.0224","St. Joseph's Convent and Academy of the Sisters of Loretto",1870,7,1,"alt"
"278","alt.il.0225","Convent and Academy of the Poor School Sisters of Notre Dame",1868,3,2,"alt"
"279","alt.il.0225","Convent and Academy of the Poor School Sisters of Notre Dame",1869,3,2,"alt"
"280","alt.il.0225","Convent of the Holy Family and Academy of the Poor School Sisters of Notre Dame",1870,3,1,"alt"
"281","alt.il.0227","Hospital",1865,6,2,"alt"
"282","alt.il.0227","Hospital",1866,6,2,"alt"
"283","alt.il.0227","Hospital at Alton",1867,6,1,"alt"
"284","alt.il.0227","St. Joseph's Hospital at Alton",1868,6,2,"alt"
"285","alt.il.0227","St. Joseph's Hospital at Alton",1869,6,2,"alt"
"286","alt.il.0227","St. Joseph's Hospital",1870,6,1,"alt"
"287","alt.il.0228","Hospital at Quincy",1867,4,1,"alt"
"288","alt.il.0228","St. Joseph's Hospital at Quincy",1868,4,1,"alt"
"289","alt.il.0228","St. Mary's Hospital at Quincy",1869,4,1,"alt"
"290","alt.il.0228","St. Mary's Hospital",1870,4,1,"alt"
"291","alt.il.0229","Orphan Asylum",1865,6,2,"alt"
"292","alt.il.0229","Orphan Asylum",1866,6,2,"alt"
"293","alt.il.0229","Orphan Asylum at Quincy",1867,6,1,"alt"
"294","alt.il.0229","St. Aloysius' Orphan Asylum at Quincy",1868,6,2,"alt"
"295","alt.il.0229","St. Aloysius' Orphan Asylum at Quincy",1869,6,2,"alt"
"296","alt.il.0229","St. Aloysius' Orphan Asylum",1870,6,1,"alt"
"297","alt.il.0231","Cathedral schools",1868,3,2,"alt"
"298","alt.il.0231","Cathedral schools",1869,3,2,"alt"
"299","alt.il.0231","Cathedral schools at SS. Peter and Paul Cathedral",1870,3,1,"alt"
"300","alt.il.0232","The Parochial Schools",1864,7,4,"alt"
"301","alt.il.0232","The Parochial Schools",1865,7,4,"alt"
"302","alt.il.0232","The Parochial Schools",1866,7,4,"alt"
"303","alt.il.0232","The Parochial Schools",1867,7,4,"alt"
"304","alt.il.0232","Immaculate Conception",1868,7,1,"alt"
"305","alt.il.0232","St. Mary's",1869,7,1,"alt"
"306","alt.il.0232","Parochial school at St. Mary's Church",1870,7,1,"alt"
"307","alt.il.0274","St. Lawrence's",1868,3,2,"alt"
"308","alt.il.0274","St. Lawrence's",1869,3,2,"alt"
"309","alt.il.0274","Parochial school at St. Peter's Church",1870,3,1,"alt"
"310","alt.il.0287","The Parochial Schools",1864,7,4,"alt"
"311","alt.il.0287","The Parochial Schools",1865,7,4,"alt"
"312","alt.il.0287","The Parochial Schools",1866,7,4,"alt"
"313","alt.il.0287","The Parochial Schools",1867,7,4,"alt"
"314","alt.il.0287","Parochial school at Immaculate Conception Church",1868,7,3,"alt"
"315","alt.il.0287","Parochial school at Immaculate Conception Church",1869,7,3,"alt"
"316","alt.il.0287","Parochial school at Immaculate Conception Church",1870,7,3,"alt"
"317","bal.md.0006","St. Ignatius",1866,5,2,"bal"
"318","bal.md.0006","St. Ignatius",1867,5,2,"bal"
"319","bal.md.0006","St. Ignatius'",1868,5,3,"bal"
"320","bal.md.0006","St. Ignatius'",1869,5,3,"bal"
"321","bal.md.0006","St. Ignatius'",1870,5,3,"bal"
"322","bal.md.0021","St. Francis' Chapel",1866,5,2,"bal"
"323","bal.md.0021","St. Francis' Chapel",1867,5,2,"bal"
"324","bal.md.0021","St. Frances' Chapel",1868,5,2,"bal"
"325","bal.md.0021","St. Frances' Chapel",1869,5,2,"bal"
"326","bal.md.0021","St. Frances' Chapel (colored Sisters of Providence)",1870,5,1,"bal"
"327","bal.md.0028","Blooming Rose, Mountain Church",1866,5,3,"bal"
"328","bal.md.0028","Blooming Rose, Mountain Church",1867,5,3,"bal"
"329","bal.md.0028","Blooming Rose, Mountain Church",1868,5,3,"bal"
"330","bal.md.0028","Blooming Rose Mountain Church",1869,5,2,"bal"
"331","bal.md.0028","Blooming Rose Mountain Church",1870,5,2,"bal"
"332","bal.md.0054","St. Philip's",1869,2,1,"bal"
"333","bal.md.0054","St. Philip Neri",1870,2,1,"bal"
"334","bal.md.0069","St. Thomas'",1866,5,3,"bal"
"335","bal.md.0069","St. Thomas'",1867,5,3,"bal"
"336","bal.md.0069","St. Thomas'",1868,5,3,"bal"
"337","bal.md.0069","St. Thomas",1869,5,2,"bal"
"338","bal.md.0069","St. Thomas",1870,5,2,"bal"
"339","bal.md.0087","Redemptorist House of Studies",1869,2,1,"bal"
"340","bal.md.0087","St. Clement's, Redemptorist House of Studies",1870,2,1,"bal"
"341","bal.md.0089","St. John's",1866,5,4,"bal"
"342","bal.md.0089","St. John's",1867,5,4,"bal"
"343","bal.md.0089","Saint John's",1868,5,1,"bal"
"344","bal.md.0089","St. John's",1869,5,4,"bal"
"345","bal.md.0089","St. John's",1870,5,4,"bal"
"346","bal.md.0093","St. Inigoe's",1866,5,2,"bal"
"347","bal.md.0093","St. Inigoe's",1867,5,2,"bal"
"348","bal.md.0093","St. Inigoes'",1868,5,3,"bal"
"349","bal.md.0093","St. Inigoes'",1869,5,3,"bal"
"350","bal.md.0093","St. Inigoes'",1870,5,3,"bal"
"351","bal.md.0114","St. Patrick's",1866,5,1,"bal"
"352","bal.md.0114","Saint Patrick's",1867,5,4,"bal"
"353","bal.md.0114","Saint Patrick's",1868,5,4,"bal"
"354","bal.md.0114","Saint Patrick's",1869,5,4,"bal"
"355","bal.md.0114","Saint Patrick's",1870,5,4,"bal"
"356","bal.md.0134","Convent and House of Studies of the Redemptorists",1866,5,3,"bal"
"357","bal.md.0134","Convent and House of Studies of the Redemptorists",1867,5,3,"bal"
"358","bal.md.0134","Convent and House of Studies of the Redemptorists",1868,5,3,"bal"
"359","bal.md.0134","Convent of the Redemptorists",1869,5,2,"bal"
"360","bal.md.0134","Convent of the Redemptorists",1870,5,2,"bal"
"361","bal.md.0171","St. Edward's Female Academy",1868,3,1,"bal"
"362","bal.md.0171","St. Edward's Academy",1869,3,2,"bal"
"363","bal.md.0171","St. Edward's Academy",1870,3,2,"bal"
"364","bal.md.0172","Academy of St. Joseph and Male Parish School of the Cathedral",1866,5,1,"bal"
"365","bal.md.0172","Academy of St. Joseph, and Male Parish School of the Cathedral",1867,5,3,"bal"
"366","bal.md.0172","Academy of St. Joseph, and Male Parish School of the Cathedral",1868,5,3,"bal"
"367","bal.md.0172","Academy of St. Joseph, and Male Parish School of the Cathedral",1869,5,3,"bal"
"368","bal.md.0172","Academy of St. Joseph and Male Parish of the Cathedral",1870,5,1,"bal"
"369","bal.md.0191","School for Girls",1866,5,2,"bal"
"370","bal.md.0191","Schools for Girls",1867,5,3,"bal"
"371","bal.md.0191","Schools for Girls",1868,5,3,"bal"
"372","bal.md.0191","Schools for Girls",1869,5,3,"bal"
"373","bal.md.0191","School for Girls",1870,5,2,"bal"
"374","bal.md.0193","School for German Children",1866,5,3,"bal"
"375","bal.md.0193","School for German Children",1867,5,3,"bal"
"376","bal.md.0193","School for German Children",1868,5,3,"bal"
"377","bal.md.0193","Holy Cross School for German Children",1869,5,1,"bal"
"378","bal.md.0193","Holy Cross Schools for German Children",1870,5,1,"bal"
"379","bal.md.0207","Academy of the Christian Brothers and Parochial School of St. Patrick",1868,3,1,"bal"
"380","bal.md.0207","Parochial School of St. Patrick",1869,3,2,"bal"
"381","bal.md.0207","Parochial School of St. Patrick",1870,3,2,"bal"
"382","bal.md.0217","St. Matthew's Girls' School",1868,3,1,"bal"
"383","bal.md.0217","St. Matthew's Girl's School",1869,3,2,"bal"
"384","bal.md.0217","St. Matthew's Girl's School",1870,3,2,"bal"
"385","bal.md.0242","St. Alphonsus' Convent of the Congregation of the Most Holy Redeemer",1867,4,3,"bal"
"386","bal.md.0242","St. Alphonsus' Convent of the Congregation of the Most Holy Redeemer",1868,4,3,"bal"
"387","bal.md.0242","St. Alphonsus' Convent of the Congregation of the Most Holy Redeemer",1869,4,3,"bal"
"388","bal.md.0242","Asylum of the Little Sisters of the Poor",1870,4,1,"bal"
"389","boi.id.0004","St. Dominic's",1865,5,1,"boi"
"390","boi.id.0004","St. Dominick's",1866,5,4,"boi"
"391","boi.id.0004","St. Dominick's",1867,5,4,"boi"
"392","boi.id.0004","St. Dominick's",1868,5,4,"boi"
"393","boi.id.0004","St. Dominick's",1869,5,4,"boi"
"394","bos.ma.0030","St. ------",1868,3,1,"bos"
"395","bos.ma.0030","St. Joseph's",1869,3,2,"bos"
"396","bos.ma.0030","St. Joseph's",1870,3,2,"bos"
"397","bos.ma.0165","(new church)",1869,2,1,"bos"
"398","bos.ma.0165","St. Patrick's",1870,2,1,"bos"
"399","bos.ma.0200","Academy of Notre Dame",1868,3,1,"bos"
"400","bos.ma.0200","Academy of Notre Dame d'Esperance",1869,3,2,"bos"
"401","bos.ma.0200","Academy of Notre Dame d'Esperance",1870,3,2,"bos"
"402","bos.ma.0215","Orphan Asylum",1869,2,1,"bos"
"403","bos.ma.0215","St. Patrick's Orphan Asylum",1870,2,1,"bos"
"404","bos.ma.0217","Carney Hospital",1868,3,2,"bos"
"405","bos.ma.0217","Carnay Hospital",1869,3,1,"bos"
"406","bos.ma.0217","Carney Hospital",1870,3,2,"bos"
"407","bos.ma.0235","St. Gregory's",1868,3,2,"bos"
"408","bos.ma.0235","St. Gregory's",1869,3,2,"bos"
"409","bos.ma.0235","Parochial School for Girls",1870,3,1,"bos"
"410","bro.ny.0005","SS. Peter's and Paul's",1866,5,4,"bro"
"411","bro.ny.0005","SS. Peter's and Paul's",1867,5,4,"bro"
"412","bro.ny.0005","SS. Peter's and Paul's",1868,5,4,"bro"
"413","bro.ny.0005","SS. Peter's and Paul's",1869,5,4,"bro"
"414","bro.ny.0005","SS. Peter and Paul's",1870,5,1,"bro"
"415","bro.ny.0062","B.V. Mary, Help of Christians",1866,5,3,"bro"
"416","bro.ny.0062","B.V. Mary, Help of Christians",1867,5,3,"bro"
"417","bro.ny.0062","B.V. Mary, Help of Christians",1868,5,3,"bro"
